engine,agent,mcts_iterations,mcts_rollout_depth,mcts_exploration,size,map_type,enemy_profile,item_profile,wall_profile,enemy_count_setting,items,wall_density,max_steps,seed,episode,map_seed,experiment_name,cell_id,won,turns,damage_taken,final_hp,remaining_enemies,map_width,map_height,generated_enemy_count,generated_obstacle_count,generated_obstacle_density,structurally_valid,reachable_floor_fraction,interior_wall_density,dead_end_count,chokepoint_count,min_enemy_attack_distance,avg_enemy_attack_distance,max_enemy_attack_distance
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,10,21,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,15,3,1,0,9,7,1,5,0.1,1,0.9333333333333333,0.14285714285714285,3,3,2,2.0,2
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,11,22,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,25,3,1,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,0,1,3,3.0,3
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,12,23,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,9,2,2,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,2,3,2,2.0,2
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,13,24,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,14,2,2,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,2,2,2,2.0,2
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,14,25,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,0,15,4,0,1,9,7,1,4,0.1,1,0.967741935483871,0.11428571428571428,1,1,3,3.0,3
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,15,26,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,0,14,4,0,1,9,7,1,4,0.1,1,0.967741935483871,0.11428571428571428,3,3,4,4.0,4
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,16,27,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,12,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,2,2,4,4.0,4
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,17,28,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,0,13,4,0,1,9,7,1,3,0.1,1,0.96875,0.08571428571428572,3,4,3,3.0,3
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,18,29,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,8,2,2,0,9,7,1,1,0.1,1,0.9705882352941176,0.02857142857142857,2,2,4,4.0,4
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,19,30,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,0,8,4,0,1,9,7,1,2,0.1,1,0.9696969696969697,0.05714285714285714,0,0,5,5.0,5
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,0,11,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,4,2,2,0,9,7,1,7,0.1,1,0.9642857142857143,0.2,5,10,2,2.0,2
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,1,12,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,4,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,1,1,3,3.0,3
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,2,13,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,4,1,3,0,9,7,1,1,0.1,1,0.9705882352941176,0.02857142857142857,0,0,3,3.0,3
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,3,14,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,6,2,2,0,9,7,1,2,0.1,1,0.9696969696969697,0.05714285714285714,2,2,6,6.0,6
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,4,15,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,7,2,2,0,9,7,1,4,0.1,1,0.967741935483871,0.11428571428571428,0,0,8,8.0,8
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,5,16,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,5,1,3,0,9,7,1,5,0.1,1,0.9666666666666667,0.14285714285714285,3,6,5,5.0,5
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,6,17,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,5,2,2,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,0,0,4,4.0,4
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,7,18,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,4,1,3,0,9,7,1,0,0.1,1,0.9714285714285714,0.0,0,0,4,4.0,4
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,8,19,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,4,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,1,1,3,3.0,3
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,9,20,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,4,2,2,0,9,7,1,2,0.1,1,0.9696969696969697,0.05714285714285714,1,1,2,2.0,2
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,10,21,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,4,1,3,0,9,7,1,5,0.1,1,0.9333333333333333,0.14285714285714285,3,3,2,2.0,2
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,11,22,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,4,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,0,1,3,3.0,3
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,12,23,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,4,2,2,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,2,3,2,2.0,2
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,13,24,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,4,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,2,2,2,2.0,2
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,14,25,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,4,1,3,0,9,7,1,4,0.1,1,0.967741935483871,0.11428571428571428,1,1,3,3.0,3
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,15,26,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,5,2,2,0,9,7,1,4,0.1,1,0.967741935483871,0.11428571428571428,3,3,4,4.0,4
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,16,27,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,5,2,2,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,2,2,4,4.0,4
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,17,28,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,4,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,3,4,3,3.0,3
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,18,29,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,5,2,2,0,9,7,1,1,0.1,1,0.9705882352941176,0.02857142857142857,2,2,4,4.0,4
griddly,heuristic,,,,small,baseline,light,few,normal,low,few,default,120,11,19,30,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=heuristic,1,5,1,3,0,9,7,1,2,0.1,1,0.9696969696969697,0.05714285714285714,0,0,5,5.0,5
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,0,11,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,4,1,3,0,9,7,1,7,0.1,1,0.9642857142857143,0.2,5,10,2,2.0,2
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,1,12,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,8,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,1,1,3,3.0,3
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,2,13,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,12,1,3,0,9,7,1,1,0.1,1,0.9705882352941176,0.02857142857142857,0,0,3,3.0,3
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,3,14,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,9,2,2,0,9,7,1,2,0.1,1,0.9696969696969697,0.05714285714285714,2,2,6,6.0,6
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,4,15,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,16,2,2,0,9,7,1,4,0.1,1,0.967741935483871,0.11428571428571428,0,0,8,8.0,8
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,5,16,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,8,2,2,0,9,7,1,5,0.1,1,0.9666666666666667,0.14285714285714285,3,6,5,5.0,5
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,6,17,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,12,2,2,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,0,0,4,4.0,4
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,7,18,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,8,1,3,0,9,7,1,0,0.1,1,0.9714285714285714,0.0,0,0,4,4.0,4
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,8,19,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,14,2,2,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,1,1,3,3.0,3
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,9,20,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,8,1,3,0,9,7,1,2,0.1,1,0.9696969696969697,0.05714285714285714,1,1,2,2.0,2
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,10,21,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,9,1,3,0,9,7,1,5,0.1,1,0.9333333333333333,0.14285714285714285,3,3,2,2.0,2
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,11,22,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,8,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,0,1,3,3.0,3
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,12,23,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,10,2,2,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,2,3,2,2.0,2
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,13,24,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,11,2,2,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,2,2,2,2.0,2
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,14,25,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,9,2,2,0,9,7,1,4,0.1,1,0.967741935483871,0.11428571428571428,1,1,3,3.0,3
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,15,26,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,16,1,3,0,9,7,1,4,0.1,1,0.967741935483871,0.11428571428571428,3,3,4,4.0,4
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,16,27,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,9,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,2,2,4,4.0,4
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,17,28,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,13,2,2,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,3,4,3,3.0,3
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,18,29,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,9,1,3,0,9,7,1,1,0.1,1,0.9705882352941176,0.02857142857142857,2,2,4,4.0,4
griddly,mcts_small,50,10,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,19,30,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_small,1,11,2,2,0,9,7,1,2,0.1,1,0.9696969696969697,0.05714285714285714,0,0,5,5.0,5
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,0,11,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,4,2,2,0,9,7,1,7,0.1,1,0.9642857142857143,0.2,5,10,2,2.0,2
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,1,12,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,9,2,2,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,1,1,3,3.0,3
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,2,13,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,6,1,3,0,9,7,1,1,0.1,1,0.9705882352941176,0.02857142857142857,0,0,3,3.0,3
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,3,14,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,6,1,3,0,9,7,1,2,0.1,1,0.9696969696969697,0.05714285714285714,2,2,6,6.0,6
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,4,15,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,14,1,3,0,9,7,1,4,0.1,1,0.967741935483871,0.11428571428571428,0,0,8,8.0,8
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,5,16,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,8,2,2,0,9,7,1,5,0.1,1,0.9666666666666667,0.14285714285714285,3,6,5,5.0,5
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,6,17,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,11,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,0,0,4,4.0,4
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,7,18,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,15,1,3,0,9,7,1,0,0.1,1,0.9714285714285714,0.0,0,0,4,4.0,4
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,8,19,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,8,2,2,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,1,1,3,3.0,3
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,9,20,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,7,1,3,0,9,7,1,2,0.1,1,0.9696969696969697,0.05714285714285714,1,1,2,2.0,2
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,10,21,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,6,1,3,0,9,7,1,5,0.1,1,0.9333333333333333,0.14285714285714285,3,3,2,2.0,2
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,11,22,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,8,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,0,1,3,3.0,3
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,12,23,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,7,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,2,3,2,2.0,2
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,13,24,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,7,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,2,2,2,2.0,2
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,14,25,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,17,1,3,0,9,7,1,4,0.1,1,0.967741935483871,0.11428571428571428,1,1,3,3.0,3
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,15,26,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,8,1,3,0,9,7,1,4,0.1,1,0.967741935483871,0.11428571428571428,3,3,4,4.0,4
griddly,mcts_medium,200,30,1.4142135623730951,small,baseline,light,few,normal,low,few,default,120,11,16,27,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=mcts_medium,1,8,1,3,0,9,7,1,3,0.1,1,0.96875,0.08571428571428572,2,2,4,4.0,4
