engine,agent,mcts_iterations,mcts_rollout_depth,mcts_exploration,size,map_type,enemy_profile,item_profile,wall_profile,enemy_count_setting,items,wall_density,max_steps,seed,episode,map_seed,experiment_name,cell_id,won,turns,damage_taken,final_hp,remaining_enemies,map_width,map_height,generated_enemy_count,generated_obstacle_count,generated_obstacle_density,structurally_valid,reachable_floor_fraction,interior_wall_density,dead_end_count,chokepoint_count,min_enemy_attack_distance,avg_enemy_attack_distance,max_enemy_attack_distance
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,0,11,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,17,1,3,0,9,7,1,3,0.05,1,0.96875,0.0857142857142857,0,0,2,2.0,2
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,1,12,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,13,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,2,13,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,10,3,1,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,3,14,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,14,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,6,6.0,6
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,4,15,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,17,3,1,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,8,8.0,8
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,5,16,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,23,2,2,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,1,2,5,5.0,5
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,6,17,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,0,13,4,0,1,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,4,4.0,4
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,7,18,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,13,2,2,0,9,7,1,0,0.05,1,0.9714285714285714,0.0,0,0,4,4.0,4
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,8,19,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,14,3,1,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,1,1,3,3.0,3
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,9,20,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,9,2,2,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,1,1,2,2.0,2
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,10,21,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,0,15,4,0,1,9,7,1,2,0.05,1,0.9393939393939394,0.0571428571428571,1,1,2,2.0,2
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,11,22,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,25,3,1,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,0,1,3,3.0,3
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,12,23,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,9,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,1,1,2,2.0,2
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,13,24,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,32,3,1,0,9,7,1,0,0.05,1,0.9714285714285714,0.0,0,0,2,2.0,2
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,14,25,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,24,3,1,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,15,26,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,11,2,2,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,3,3,2,2.0,2
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,16,27,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,12,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,4,4.0,4
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,17,28,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,0,9,4,0,1,9,7,1,0,0.05,1,0.9714285714285714,0.0,0,0,3,3.0,3
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,18,29,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,1,8,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,2,2,4,4.0,4
griddly,random,,,,small,baseline,light,few,open,low,few,low,120,11,19,30,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=random,0,8,4,0,1,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,0,0,5,5.0,5
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,0,11,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,4,2,2,0,9,7,1,3,0.05,1,0.96875,0.0857142857142857,0,0,2,2.0,2
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,1,12,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,4,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,2,13,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,4,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,3,14,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,6,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,6,6.0,6
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,4,15,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,6,0,4,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,8,8.0,8
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,5,16,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,5,1,3,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,1,2,5,5.0,5
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,6,17,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,5,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,4,4.0,4
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,7,18,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,4,1,3,0,9,7,1,0,0.05,1,0.9714285714285714,0.0,0,0,4,4.0,4
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,8,19,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,4,1,3,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,1,1,3,3.0,3
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,9,20,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,4,2,2,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,1,1,2,2.0,2
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,10,21,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,4,1,3,0,9,7,1,2,0.05,1,0.9393939393939394,0.0571428571428571,1,1,2,2.0,2
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,11,22,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,4,1,3,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,0,1,3,3.0,3
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,12,23,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,4,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,1,1,2,2.0,2
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,13,24,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,4,2,2,0,9,7,1,0,0.05,1,0.9714285714285714,0.0,0,0,2,2.0,2
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,14,25,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,4,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,15,26,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,3,0,4,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,3,3,2,2.0,2
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,16,27,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,5,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,4,4.0,4
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,17,28,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,4,1,3,0,9,7,1,0,0.05,1,0.9714285714285714,0.0,0,0,3,3.0,3
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,18,29,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,5,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,2,2,4,4.0,4
griddly,heuristic,,,,small,baseline,light,few,open,low,few,low,120,11,19,30,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=heuristic,1,5,1,3,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,0,0,5,5.0,5
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,0,11,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,11,2,2,0,9,7,1,3,0.05,1,0.96875,0.0857142857142857,0,0,2,2.0,2
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,1,12,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,12,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,2,13,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,12,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,3,14,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,15,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,6,6.0,6
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,4,15,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,19,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,8,8.0,8
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,5,16,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,12,2,2,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,1,2,5,5.0,5
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,6,17,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,10,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,4,4.0,4
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,7,18,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,8,1,3,0,9,7,1,0,0.05,1,0.9714285714285714,0.0,0,0,4,4.0,4
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,8,19,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,10,2,2,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,1,1,3,3.0,3
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,9,20,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,8,1,3,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,1,1,2,2.0,2
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,10,21,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,12,2,2,0,9,7,1,2,0.05,1,0.9393939393939394,0.0571428571428571,1,1,2,2.0,2
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,11,22,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,15,2,2,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,0,1,3,3.0,3
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,12,23,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,4,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,1,1,2,2.0,2
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,13,24,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,11,1,3,0,9,7,1,0,0.05,1,0.9714285714285714,0.0,0,0,2,2.0,2
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,14,25,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,21,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,15,26,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,14,2,2,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,3,3,2,2.0,2
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,16,27,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,9,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,4,4.0,4
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,17,28,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,12,2,2,0,9,7,1,0,0.05,1,0.9714285714285714,0.0,0,0,3,3.0,3
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,18,29,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,9,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,2,2,4,4.0,4
griddly,mcts_small,50.0,10.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,19,30,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_small,1,11,2,2,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,0,0,5,5.0,5
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,0,11,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,13,2,2,0,9,7,1,3,0.05,1,0.96875,0.0857142857142857,0,0,2,2.0,2
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,1,12,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,12,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,2,13,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,6,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,3,14,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,15,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,6,6.0,6
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,4,15,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,16,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,8,8.0,8
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,5,16,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,7,1,3,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,1,2,5,5.0,5
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,6,17,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,8,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,4,4.0,4
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,7,18,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,15,1,3,0,9,7,1,0,0.05,1,0.9714285714285714,0.0,0,0,4,4.0,4
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,8,19,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,16,1,3,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,1,1,3,3.0,3
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,9,20,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,7,1,3,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,1,1,2,2.0,2
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,10,21,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,10,1,3,0,9,7,1,2,0.05,1,0.9393939393939394,0.0571428571428571,1,1,2,2.0,2
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,11,22,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,16,1,3,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,0,1,3,3.0,3
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,12,23,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,9,2,2,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,1,1,2,2.0,2
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,13,24,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,10,0,4,0,9,7,1,0,0.05,1,0.9714285714285714,0.0,0,0,2,2.0,2
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,14,25,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,7,0,4,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,15,26,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,10,2,2,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,3,3,2,2.0,2
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,16,27,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,8,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,0,0,4,4.0,4
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,17,28,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,8,1,3,0,9,7,1,0,0.05,1,0.9714285714285714,0.0,0,0,3,3.0,3
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,18,29,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,10,1,3,0,9,7,1,1,0.05,1,0.9705882352941176,0.0285714285714285,2,2,4,4.0,4
griddly,mcts_medium,200.0,30.0,1.4142135623730951,small,baseline,light,few,open,low,few,low,120,11,19,30,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=open:agent=mcts_medium,1,12,1,3,0,9,7,1,2,0.05,1,0.9696969696969696,0.0571428571428571,0,0,5,5.0,5
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,0,11,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,5,2,2,0,9,7,1,7,0.1,1,0.9642857142857144,0.2,5,10,2,2.0,2
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,1,12,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,13,2,2,0,9,7,1,3,0.1,1,0.96875,0.0857142857142857,1,1,3,3.0,3
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,2,13,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,10,3,1,0,9,7,1,1,0.1,1,0.9705882352941176,0.0285714285714285,0,0,3,3.0,3
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,3,14,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,17,3,1,0,9,7,1,2,0.1,1,0.9696969696969696,0.0571428571428571,2,2,6,6.0,6
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,4,15,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,17,3,1,0,9,7,1,4,0.1,1,0.967741935483871,0.1142857142857142,0,0,8,8.0,8
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,5,16,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,13,3,1,0,9,7,1,5,0.1,1,0.9666666666666668,0.1428571428571428,3,6,5,5.0,5
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,6,17,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,0,13,4,0,1,9,7,1,3,0.1,1,0.96875,0.0857142857142857,0,0,4,4.0,4
griddly,random,,,,small,baseline,light,few,normal,low,few,default,120,11,7,18,pcg_screen,pcg_screen:size=small:map_type=baseline:enemy_profile=light:item_profile=few:wall_profile=normal:agent=random,1,13,2,2,0,9,7,1,0,0.1,1,0.9714285714285714,0.0,0,0,4,4.0,4
